Unnamed: 0,Unnamed: 0.1,url_meeting,url,paragraph_number,paragraph,corridor,daily,Year,Month,Conference,Location,Link,Dailies?,COMMENTS,institution,mentioned_countries
4135,241,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52/summary-report-24-28-february,241,"WG I Vice-Chair Noureddine Yassaa said that the IPCC should present the results of the SRCCL during Africa Climate Week in Kampala, Uganda, in March 2020.",0,False,2020,February,IPCC 52,Paris,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,n,,IPCC,['Uganda']
4146,252,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52/summary-report-24-28-february,252,"IPCC Secretary Mokssit announced that IPCC-53 would convene in Nairobi, Kenya, at the invitation of UNEP. Noting that the final dates were yet to be confirmed, he said the meeting would take place in late September/early October.",0,False,2020,February,IPCC 52,Paris,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,n,,IPCC,['Kenya']
4148,254,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52/summary-report-24-28-february,254,"IPCC Secretary Mokssit introduced the new IPCC Deputy Secretary, Ermira Fida (Albania), who formerly led the Global Environment Facility’s Climate Change Adaptation Unit at UNEP. Welcoming her appointment, France also acknowledged, with appreciation, the work of former IPCC Deputy Secretary Kerstin Stendahl. ",0,False,2020,February,IPCC 52,Paris,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,n,,IPCC,"['France', 'Albania']"
4160,266,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52/summary-report-24-28-february,266,"Some things, however, have not changed. In addressing the SYR outline proposed after a scoping meeting in Singapore, the Panel got bogged down on linkages to the UNFCCC, in particular anything implying obligations or responsibility. Thus, much of the debate centered around concepts such as the carbon budget, loss and damage, means of implementation, avoided emissions, behavioral changes, and residual risks that reduce adaptation options. Even seemingly benign references to a “just transition” were debated, given, on the one hand, the fear of near-term mitigation commitments for some countries that lack the means to respond, and, on the other, the need to ensure that no social group is left behind in the unprecedented economic and social transition needed in such a short time.",0,False,2020,February,IPCC 52,Paris,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,n,,IPCC,['Singapore']
4169,275,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52/summary-report-24-28-february,275,"It is clear that 2020 will be a turning point in the attempt to steer the world towards a more sustainable path. At the UN level at least, the Decade of Action for the SDGs starts strong, with the World Ocean Conference in Lisbon, Portugal, in June later this year, followed by the UN Biodiversity Conference in Kunming, China, scheduled for October, and the UNFCCC Climate Conference in the UK a month later. As UN Secretary-General Guterres suggested, if 2020-2030 is the decade of action, 2020 is the year of urgency.",0,False,2020,February,IPCC 52,Paris,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,n,,IPCC,"['China', 'Portugal']"
4170,276,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52/summary-report-24-28-february,276,"With current pledges under the UNFCCC putting the world on a path to warm 3-4°C by 2050, this urgency cannot be understated. While there might be some positive signs relative to a decade ago—the groundswell in climate awareness and movement for climate action, the unexpected growth of renewable energy, and the increasing engagement of the business, industry, and banking sectors—the trends are still worrisome. According to the Global Carbon Project, fossil fuel emissions grew 1.5% in 2017 and 2.1% in 2018, and are projected to grow another 0.6% in 2019. Sadly, the only observable reduction in emissions of late is due to the onset of coronavirus disease 2019 (COVID-19) in China and the resulting quarantine, which has reduced industrial output of key sectors, and consequently reduced emissions. But it is not yet clear if these emissions reductions will be sustained or whether they will be reversed when the crisis ends.",0,False,2020,February,IPCC 52,Paris,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,n,,IPCC,['China']
4173,279,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52/summary-report-24-28-february,279,"25th Meeting of the Board of the Green Climate Fund (GCF): The 25th meeting of the GCF Board will convene to help guide assistance to developing countries in meeting the climate challenge.  dates: 10-12 March 2020  location: Geneva, Switzerland  www: https://www.greenclimate.fund/boardroom/meeting/b25",0,False,2020,February,IPCC 52,Paris,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,n,,IPCC,['Switzerland']
4174,280,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52/summary-report-24-28-february,280,"35th Meeting of the Adaptation Fund Board: The Adaptation Fund, established under the Kyoto Protocol, finances projects and programmes that help vulnerable communities in developing countries adapt to climate change. The Fund is supervised and managed by its Board. The World Bank serves as the Fund’s trustee on an interim basis. Since 2019, the Adaptation Fund has served the Paris Agreement.  dates: 30 March – 3 April 2020  location: Bonn, Germany www: https://www.adaptation-fund.org/event/35th-meeting-of-the-adaptation-fund-board/",0,False,2020,February,IPCC 52,Paris,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,n,,IPCC,['Germany']
4175,281,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52/summary-report-24-28-february,281,"NAP Expo 2020: In 2020, NAP Expo will convene for the seventh time. The event is organized by the Least Developed Country Expert Group under the UNFCCC, in collaboration with various bodies and organizations, to promote exchange of experiences and foster partnerships between a wide range of actors and stakeholders on how to advance National Adaptation Plans (NAPs).  dates: 30 March – 3 April 2020  location: Gaborone, Botswana  www: https://unfccc.int/event/nap-expo-2020",0,False,2020,February,IPCC 52,Paris,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,n,,IPCC,['Botswana']
4176,282,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52/summary-report-24-28-february,282,"IPCC WG III AR6 Third Lead Author Meeting: The third Lead Author meeting of IPCC Working Group III will convene to continue preparations for the AR6.  dates: 15-19 April 2020  location: Quito, Ecuador  www: http://www.ipcc.ch/calendar",0,False,2020,February,IPCC 52,Paris,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,n,,IPCC,['Ecuador']
4177,283,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52/summary-report-24-28-february,283,"Africa Climate Week (ACW): The ACW is part of Regional Climate Weeks that are held annually in various regions. Regional Climate Weeks are organized by the Nairobi Framework Partnership, which supports developing countries in preparing and implementing their NDCs. dates: 20-24 April 2020  location: Kampala, Uganda  ",0,False,2020,February,IPCC 52,Paris,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,n,,IPCC,['Uganda']
4178,284,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52/summary-report-24-28-february,284,"TFI: First Expert Meeting on SLCFs: This initial expert meeting on SLCFs will focus on the agriculture, forestry, and other land use and waste sectors.  dates: 27-29 April 2020 location: Rome, Italy  www: http://www.ipcc.ch/calendar",0,False,2020,February,IPCC 52,Paris,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,n,,IPCC,['Italy']
4179,285,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52/summary-report-24-28-february,285,"IPBES-IPCC Workshop on Biodiversity and Climate Change: This joint workshop will bring together 50 experts to explore the interlinkages between biodiversity and climate change and will be led by a scientific steering committee. The workshop will result in a report in advance of CBD COP 15 and UNFCCC COP 26, to inform the respective Convention processes. This workshop is being co-sponsored by IPBES and IPCC and hosted by the UK with additional support from Norway.  dates: 12-14 May 2020  location: London, UK  ",0,False,2020,February,IPCC 52,Paris,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,n,,IPCC,['Norway']
4180,286,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52/summary-report-24-28-february,286,"Sustainable Energy for All Forum 2020: Focusing on the theme, “Building Speed, Reaching Scale, Closing the Gap,” the 2020 edition of the Sustainable Energy for All Forum will provide a global platform to mobilize resources, connect partners, and showcase action to realize the promise of the sustainable energy revolution for everyone.  dates: 26-28 May 2020  location: Kigali, Rwanda  www: http://seforallforum.org/forum-2020",0,False,2020,February,IPCC 52,Paris,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,n,,IPCC,['Rwanda']
4181,287,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52/summary-report-24-28-february,287,"IPCC WG I AR6 Fourth Lead Author Meeting: The fourth Lead Author meeting of IPCC Working Group I will convene to continue preparations for the AR6.  dates: 1-5 June 2020  location: Santiago, Chile  www: http://www.ipcc.ch/calendar",0,False,2020,February,IPCC 52,Paris,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,n,,IPCC,['Chile']
4182,288,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52/summary-report-24-28-february,288,"52nd Sessions of the UNFCCC Subsidiary Bodies: The 52nd sessions of the UNFCCC Subsidiary Bodies will meet to prepare for COP 26.  dates: 1-11 June 2020  location: Bonn, Germany  www: https://unfccc.int/event/first-sessional-period-sb-52",0,False,2020,February,IPCC 52,Paris,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,n,,IPCC,['Germany']
4183,289,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52/summary-report-24-28-february,289,"2020 UN Ocean Conference: Sustainable Development Goal (SDG) Goal 14 is to conserve and sustainably use the oceans, seas and marine resources for sustainable development. The Governments of Kenya and Portugal will co-host a UN Conference to Support the Implementation of SDG Goal 14 (Ocean Conference), focused on the theme “Scaling up ocean action based on science and innovation for the implementation of Goal 14: stocktaking, partnerships and solutions.” The Conference, which is one of the milestones of the UN Secretary-General’s Decade of Action for the SDGs, will advance science-based innovative solutions for global ocean action.  dates: 2-6 June 2020  location: Lisbon, Portugal www: https://www.un.org/en/conferences/ocean2020",0,False,2020,February,IPCC 52,Paris,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,n,,IPCC,"['Kenya', 'Portugal']"
4184,290,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52/summary-report-24-28-february,290,"TFI: Second Expert Meeting on SLCFs: This second expert meeting on SCLFs will focus on the energy and the industrial processes and product use sectors.  dates: 30 June - 2 July 2020 location: Istanbul, Turkey  www: http://www.ipcc.ch/calendar",0,False,2020,February,IPCC 52,Paris,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,n,,IPCC,['Turkey']
4185,291,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52/summary-report-24-28-february,291,"TFI: 32nd Meeting of the TFI Bureau: The TFI Bureau will meet immediately following the Second Expert Meeting on SCLFs.  dates: 3 July 2020  location: Istanbul, Turkey  www: http://www.ipcc.ch/calendar",0,False,2020,February,IPCC 52,Paris,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,n,,IPCC,['Turkey']
4186,292,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52/summary-report-24-28-february,292,"Latin America & Caribbean Climate Week (LACCW): The LACCW is part of Regional Climate Weeks that are held annually in Africa, Latin America and the Caribbean, and Asia-Pacific. Regional Climate Weeks are organized by the Nairobi Framework Partnership, which supports developing countries in preparing and implementing their NDCs.  dates: 6-10 July 2020  location: Santo Domingo, Dominican Republic  www: https://www.regionalclimateweeks.org/",0,False,2020,February,IPCC 52,Paris,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,n,,IPCC,"['Dominica', 'Dominican Republic']"
4187,293,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52/summary-report-24-28-february,293,"Global Adaptation Action Summit: The Netherlands will host the Global Commission on Adaptation (GCA) Climate Adaptation Summit in October 2020. Following the UN Climate Action Summit in September 2019, convened by UN Secretary-General António Guterres, the GCA began its Year of Action, which will present its findings. date: 22 October 2020 location: Netherlands  www: https://climateadaptationsummit.gca.org/  ",0,False,2020,February,IPCC 52,Paris,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,n,,IPCC,['Netherlands']
4188,294,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52/summary-report-24-28-february,294,"IPCC-53: This session will meet in Nairobi, Kenya, with dates to be confirmed.  dates: late September/October 2020  location: Nairobi, Kenya  www: https://www.ipcc.ch/calendar/",0,False,2020,February,IPCC 52,Paris,https://enb.iisd.org/events/52nd-session-intergovernmental-panel-climate-change-ipcc-52,n,,IPCC,['Kenya']
4193,3,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49/summary-report-8-12-may-2019,3,"IPCC-49 convened from 8-12 May 2019, in Kyoto, Japan, and brought together more than 380 participants from over 125 countries.",0,False,2019,May,IPCC 49,Kyoto,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,n,,IPCC,['Japan']
4199,9,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49/summary-report-8-12-may-2019,9,"The Panel elects its Bureau for the duration of a full assessment cycle, which includes preparation of an IPCC assessment report. The Bureau plans, coordinates, and monitors the IPCC’s work, and is composed of climate change experts representing all regions. Currently, the Bureau comprises 34 members, and includes the IPCC Chair and Vice-Chairs, WG Co-Chairs and Vice-Chairs, and TFI Co-Chairs. In 2011, the IPCC established an Executive Committee (ExCom) to assist with intersessional work and coordination among the WGs. The IPCC has a permanent Secretariat, which is based in Geneva, Switzerland, and hosted by the WMO.",0,False,2019,May,IPCC 49,Kyoto,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,n,,IPCC,['Switzerland']
4208,18,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49/summary-report-8-12-may-2019,18,"IPCC-41 to IPCC-43: IPCC-41 (24-27 February 2015, Nairobi, Kenya) addressed future IPCC work; took a decision on the size, structure, and composition of the IPCC and TFI Bureaux; and adopted decisions relevant to the sixth assessment cycle. IPCC-42 (5-8 October 2015, Dubrovnik, Croatia) elected Bureaux members for the sixth assessment cycle. IPCC-43 (11-13 April 2016, Nairobi, Kenya) agreed to undertake two SRs (SRCCL and SROCC) and the 2019 Refinement to the 2006 Guidelines for GHG Inventories during the sixth assessment cycle. In addition, in response to an invitation from the 21st session of the Conference of the Parties to the UNFCCC (COP 21), asking the IPCC to provide an SR in 2018 on the impacts of global warming of 1.5°C above pre-industrial levels, IPCC-43 agreed to prepare SR15.",0,False,2019,May,IPCC 49,Kyoto,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,n,,IPCC,"['Croatia', 'Kenya']"
4210,20,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49/summary-report-8-12-may-2019,20,"IPCC-44: During this session (17-21 October 2016, Bangkok, Thailand), the Panel adopted outlines of SR15 and the 2019 Refinement. The IPCC also adopted decisions on, inter alia: an Expert Meeting on Mitigation, Sustainability, and Climate Stabilization Scenarios; communications and the AR6 scoping process; and a meeting on climate change and cities.",0,False,2019,May,IPCC 49,Kyoto,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,n,,IPCC,['Thailand']
4211,21,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49/summary-report-8-12-may-2019,21,"IPCC-45: This meeting (28-31 March 2017, Guadalajara, Mexico) approved the SRCCL and SROCC outlines, and discussed, inter alia: the strategic planning schedule for the sixth assessment cycle; a proposal to consider short-lived climate forcers (SLCFs); and options for resourcing the IPCC, which led to the decision to establish the Ad Hoc Task Group on the Financial Stability of the IPCC (ATG-Finance).",0,False,2019,May,IPCC 49,Kyoto,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,n,,IPCC,['Mexico']
4212,22,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49/summary-report-8-12-may-2019,22,"IPCC-46: During this session (6-10 September 2017, Montreal, Canada), the Panel, inter alia, approved the chapter outlines for the three WG report contributions to the AR6. ",0,False,2019,May,IPCC 49,Kyoto,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,n,,IPCC,['Canada']
4213,23,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49/summary-report-8-12-may-2019,23,"IPCC Cities and Climate Change Science Conference: This meeting (5-7 March 2018, Edmonton, Canada) brought together participants from the science, policy, and practice communities to discuss current and future sources of emissions, and identify pathways for cities to pursue emission reductions and resilience strategies. The meeting produced a research agenda to better understand climate change, its impacts on cities and the critical role local authorities can play in addressing the climate challenge.",0,False,2019,May,IPCC 49,Kyoto,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,n,,IPCC,['Canada']
4214,24,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49/summary-report-8-12-may-2019,24,"IPCC-47: During this session (13-16 March 2018, Paris, France), the Panel agreed to, inter alia:",0,False,2019,May,IPCC 49,Kyoto,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,n,,IPCC,['France']
4215,25,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49/summary-report-8-12-may-2019,25,"The Panel also heard presentations by WG Co-Chairs on the reports from the WG Bureaux. The meeting was preceded by a 30th anniversary celebration of the IPCC, hosted by the Government of France. ",0,False,2019,May,IPCC 49,Kyoto,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,n,,IPCC,['France']
4219,29,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49/summary-report-8-12-may-2019,29,"On Wednesday morning, 8 May 2019, IPCC Chair Hoesung Lee opened the session, highlighting Japan’s leadership in hosting the TFI TSU at the Institute for Global Environmental Strategies. He also welcomed the expected approval of the 2019 Refinement to the 2006 Guidelines on National Greenhouse Gas Inventories, noting that this will ensure that the methodologies used to compile national inventories is based on the latest science.",0,False,2019,May,IPCC 49,Kyoto,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,n,,IPCC,['Japan']
4220,30,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49/summary-report-8-12-may-2019,30,"Via video, Yoshiaki Harada, Japanese Minister of Environment, welcomed participants on behalf of the Government of Japan. He recalled the IPCC’s development of the scientific foundation leading to the UNFCCC, the Kyoto Protocol, the Paris Agreement and the 2018 Paris Rulebook. He noted Japan’s goal to create a model of a “virtuous cycle” for environment and growth, while ensuring quality of life and a sustainable society, and Japan’s current discussions on early achievement of a decarbonized society post-2050.",0,False,2019,May,IPCC 49,Kyoto,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,n,,IPCC,['Japan']
4221,31,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49/summary-report-8-12-may-2019,31,"Jian Liu, Chief Scientist, UNEP, thanked Japan for its leadership on combating climate change, noting the importance of the City of Kyoto as the birthplace of the Kyoto Protocol, and expressing enthusiasm that it will now be the home of a new milestone in the form of the 2019 Refinement. He noted that greater ambition is needed to achieve the goals of the Paris Agreement and emphasized the importance of political and scientific leadership at this moment. ",0,False,2019,May,IPCC 49,Kyoto,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,n,,IPCC,['Japan']
4223,33,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49/summary-report-8-12-may-2019,33,"IPCC Chair Lee then presented the provisional agenda for adoption (IPCC-XLIX/Doc.1, Rev.1). Noting that the 7th session of the Plenary of the Intergovernmental Platform for Biodiversity and Ecosystem Services (IPBES-7) had recently concluded with a call for a joint IPBES and IPCC technical report on biodiversity and climate change, France proposed inserting this into the IPCC-49 agenda under Other Business.",0,False,2019,May,IPCC 49,Kyoto,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,n,,IPCC,['France']
4224,34,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49/summary-report-8-12-may-2019,34,The provisional agenda was adopted with France’s amendment. ,0,False,2019,May,IPCC 49,Kyoto,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,n,,IPCC,['France']
4228,38,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49/summary-report-8-12-may-2019,38,"1. Introduction: On Wednesday, TFI Co-Chair Kiyoto Tanabe introduced this section, which states the aim and nature of the report. India expressed concern regarding the feasibility for developing countries to use the 2019 Refinement. Saudi Arabia, supported by Egypt, called for inserting reference to potential capacity-building and financial needs required for utilization of the 2019 Refinement. New Zealand, supported by the UK, the US, Norway, and Switzerland, objected, noting that: such a statement was beyond the scope of the Refinement; the Panel did not yet know whether such a statement would prove to be true; and the 2019 Refinement was meant for inventory compilers and not policymakers.",0,False,2019,May,IPCC 49,Kyoto,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,n,,IPCC,"['India', 'New Zealand', 'Egypt', 'Saudi Arabia', 'Switzerland', 'Norway']"
4229,39,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49/summary-report-8-12-may-2019,39,"The UK said that others, including the UNFCCC, would decide on the implications of using the 2019 Refinement, while Norway stressed the need to protect the integrity of the IPCC by keeping the purview of the UNFCCC and the IPCC separate. As an alternative, TFI Co-Chair Calvo suggested inserting language stating that the implications using the 2019 Refinement were not assessed, but this proposal was not accepted either.",0,False,2019,May,IPCC 49,Kyoto,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,n,,IPCC,['Norway']
4230,40,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49/summary-report-8-12-may-2019,40,"TFI Co-Chair Tanabe drew attention to language in Section 3 on key concepts, which states that the 2019 Refinement is intended for all countries and inventory compilers, including those with no prior experience. Switzerland suggested moving this language to the Introduction.",0,False,2019,May,IPCC 49,Kyoto,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,n,,IPCC,['Switzerland']
4233,43,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49/summary-report-8-12-may-2019,43,"3. Key Concepts Unchanged from the 2006 IPCC Guidelines: This session was addressed on Wednesday. Saudi Arabia requested insertion of a caveat regarding the financial and capacity-building implications of implementing the updated guidelines, or, alternatively, a caveat stating that the 2019 Refinement did not assess such implications. The US opposed language regarding financial or capacity-building implications. Multiple textual changes were suggested for the sake of clarity. The TFI Co-Chairs requested that interested delegates work to resolve this in informal consultations. (See Section 1, on Introduction, for resolution of this issue.) ",0,False,2019,May,IPCC 49,Kyoto,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,n,,IPCC,['Saudi Arabia']
4235,45,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49/summary-report-8-12-may-2019,45,"5. Relationship with the 2006 IPCC Guidelines: This section was addressed on Wednesday. India questioned inclusion of a paragraph noting that the Guidelines can also be relevant at the subnational, entity, or project level, pointing out that the mandate is for Guidelines for national GHG inventories. Following deletion of this paragraph, the section was agreed.",0,False,2019,May,IPCC 49,Kyoto,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,n,,IPCC,['India']
4236,46,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49/summary-report-8-12-may-2019,46,"6. Specific Developments in the 2019 Refinement: Volume 1 (General Guidance and Reporting):Participants discussed a paragraph on comparing GHG emission estimates with atmospheric measurements on Wednesday and Thursday. Following comments from the US, Germany, France, and the UK, text was modified to reflect that the guidance highlights key components and steps to be used when atmospheric measurements and inverse models are used as inputs to, or for comparison with, the inventory emissions estimates. ",0,False,2019,May,IPCC 49,Kyoto,https://enb.iisd.org/events/49th-session-intergovernmental-panel-climate-change-ipcc-49,n,,IPCC,"['Germany', 'France']"
